lead_id,seller_id,company_name,seller_category,service_name,seller_health_score,match_score
L104638,64000106,Sachdeva Ltd,Furniture,IM Leader Pro,21,75
L104639,64000351,"Jain, Saran and Krishnamurthy",Leather,Trustseal Pro,30,81
L104640,64000763,Savant PLC,Packaging,Maximiser Pro,42,96
L104641,64000110,"Rau, Bala and Sachar",Agriculture,IM Star Pro,64,76
L104642,64000553,"Behl, Doshi and Barad",Garments,Mini Dynamic Catalog (Annual),41,93
L104643,64000477,"Garde, Kuruvilla and Dash",Packaging,Trustseal Pro,45,77
L104644,64000371,Din-Kala,Furniture,Free,89,73
L104645,64000569,Yogi PLC,Furniture,Mini Dynamic Catalog (Annual),33,79
L104646,64000706,Roy-Choudhry,Garments,Trustseal Pro,50,95
L104647,64000758,Gour-Kamdar,Agriculture,Maximiser Pro,70,93
L104648,64000596,Dara LLC,Garments,Free,82,71
L104649,64000453,Khosla-Krish,Agriculture,IM Star Pro,71,84
L104650,64000477,"Garde, Kuruvilla and Dash",Packaging,Trustseal Pro,45,71
L104651,64000203,"Verma, Srivastava and Singhal",Packaging,Mini Dynamic Catalog (Annual),75,99
L104652,64000738,Biswas Inc,Machinery,IM IL,92,89
L104653,64000789,Mannan-Dutt,Machinery,Mini Dynamic Catalog (Monthly),91,99
L104654,64000317,Thakkar-Balan,Chemicals,Mini Dynamic Catalog (Monthly),28,98
L104655,64000284,"Kari, Bains and Sen",Furniture,IM IL,48,86
L104656,64000226,Sagar-Sarna,Machinery,Maximiser Pro,25,99
L104657,64000030,Balan-Mani,Chemicals,IM IL,49,91
L104658,64000317,Thakkar-Balan,Chemicals,Mini Dynamic Catalog (Monthly),28,74
L104659,64000185,Bala-Golla,Machinery,Mini Dynamic Catalog (Annual),62,94
L104660,64000021,"Walla, Wagle and Sarraf",Chemicals,Maximiser Pro,28,77
L104661,64000174,"Sridhar, Ratta and Saini",Furniture,Trustseal Pro,83,92
L104662,64000320,Magar and Sons,Packaging,Mini Dynamic Catalog (Annual),40,80
L104663,64000863,Tripathi Ltd,Electronics,IM Star Pro,24,70
L104664,64000440,Khare Inc,Leather,Maximiser Pro,40,85
L104665,64000801,Samra-Wagle,Packaging,Mini Dynamic Catalog (Annual),91,84
L104666,64000541,Zacharia-Shankar,Packaging,Mini Dynamic Catalog (Annual),81,72
L104667,64000017,Kuruvilla Group,Machinery,Trustseal Pro,92,89
L104668,64000899,Deep-Borah,Chemicals,IM IL,92,99
L104669,64000026,"D’Alia, Gopal and Loke",Leather,IM IL,65,76
L104670,64000234,"Deo, Kibe and Khanna",Agriculture,IM Star Pro,56,98
L104671,64000173,Ramanathan Ltd,Machinery,Maximiser Pro,89,78
L104672,64000804,Srivastava-Andra,Machinery,Free,50,73
L104673,64000148,De-Mani,Chemicals,Free,93,72
L104674,64000113,Guha-Sarraf,Furniture,IM IL,40,97
L104675,64000265,Bakshi-Dass,Furniture,Free,71,91
L104676,64000324,Randhawa Ltd,Packaging,Maximiser Pro,55,71
L104677,64000262,"Bhalla, Rattan and Bumb",Machinery,Free,75,75
L104678,64000041,"Sant, Dutta and Apte",Packaging,Mini Dynamic Catalog (Annual),66,99
L104679,64000725,Gour-Grewal,Furniture,Trustseal Pro,38,75
L104680,64000219,"Baria, Badal and Wason",Agriculture,Trustseal Pro,16,92
L104681,64000758,Gour-Kamdar,Agriculture,Maximiser Pro,70,78
L104682,64000663,Thaker-Lanka,Chemicals,Free,89,92
L104683,64000263,"Ganesan, Manda and Chander",Electronics,Mini Dynamic Catalog (Monthly),35,98
L104684,64000753,Jha-Comar,Leather,Mini Dynamic Catalog (Monthly),20,71
L104685,64000598,Jaggi-Sidhu,Leather,Free,31,74
L104686,64000447,Babu-Varty,Garments,IM Star Pro,41,93
L104687,64000251,Rajagopal PLC,Garments,IM Star Pro,88,92
L104688,64000677,Lanka-Chhabra,Agriculture,Maximiser Pro,83,81
L104689,64000282,"Chaudry, Chandra and Balan",Machinery,Mini Dynamic Catalog (Monthly),21,89
L104690,64000794,Kurian-Dada,Leather,IM Star Pro,85,98
L104691,64000695,"Bawa, Raju and Sahni",Leather,Mini Dynamic Catalog (Monthly),96,81
L104692,64000319,Ganesh-Khalsa,Electronics,IM Leader Pro,50,91
L104693,64000256,Golla-Goda,Chemicals,Free,82,90
L104694,64000784,Swaminathan-Sankaran,Agriculture,Maximiser Pro,61,81
L104695,64000278,Bora-Ramakrishnan,Electronics,Maximiser Pro,69,95
L104696,64000894,Bera LLC,Packaging,IM IL,18,88
L104697,64000293,Andra and Sons,Agriculture,IM Leader Pro,33,71
L104698,64000113,Guha-Sarraf,Furniture,IM IL,40,81
L104699,64000901,Vala-Magar,Garments,Mini Dynamic Catalog (Annual),29,99
L104700,64000704,"Mall, Grewal and Majumdar",Garments,Free,77,72
L104701,64000405,Ganesh-Srinivas,Furniture,Maximiser Pro,29,79
L104702,64000983,Tank and Sons,Chemicals,IM Star Pro,42,96
L104703,64000587,"Johal, Gera and Gole",Garments,Free,72,98
L104704,64000395,Saraf-Badal,Packaging,Trustseal Pro,42,97
L104705,64000368,Brar Group,Leather,Maximiser Pro,15,91
L104706,64000120,Arya PLC,Electronics,IM Leader Pro,85,78
L104707,64000129,Sehgal PLC,Packaging,Mini Dynamic Catalog (Annual),57,84
L104708,64000389,Doshi and Sons,Agriculture,Trustseal Pro,53,89
L104709,64000092,Seshadri LLC,Electronics,Trustseal Pro,84,82
L104710,64000296,Sur LLC,Furniture,Free,32,95
L104711,64000551,Gola-Anand,Garments,IM IL,92,86
L104712,64000500,Wadhwa-Buch,Machinery,IM Star Pro,56,81
L104713,64000668,Dixit-Garg,Chemicals,IM Leader Pro,94,81
L104714,64000598,Jaggi-Sidhu,Leather,Free,31,97
L104715,64000474,"Basak, Kaur and Barman",Garments,Free,73,86
L104716,64000703,Shukla-Chada,Agriculture,Mini Dynamic Catalog (Annual),26,73
L104717,64000659,Lanka PLC,Garments,Trustseal Pro,43,87
L104718,64000835,"Sheth, Varughese and Mangal",Garments,Free,32,95
L104719,64000845,Kuruvilla Inc,Agriculture,Free,88,89
L104720,64000489,Dua LLC,Chemicals,Mini Dynamic Catalog (Monthly),45,80
L104721,64000995,Sandhu-Raja,Machinery,Mini Dynamic Catalog (Annual),93,74
L104722,64000420,Kala-Kala,Garments,Trustseal Pro,24,74
L104723,64000348,"Kumar, Kibe and Kant",Chemicals,Trustseal Pro,23,90
L104724,64000636,Shukla-Cherian,Chemicals,Mini Dynamic Catalog (Annual),90,93
L104725,64000164,"Mammen, Kar and Subramanian",Garments,Maximiser Pro,84,73
L104726,64000809,"Lad, Dara and Randhawa",Leather,Free,76,94
L104727,64000969,"Sahota, Chadha and Bali",Garments,IM Leader Pro,42,96
L104728,64000426,"Seth, Shanker and Gopal",Furniture,IM Leader Pro,81,84
L104729,64000053,"Trivedi, Dutta and Swamy",Machinery,IM Star Pro,40,97
L104730,64000838,"Ganguly, Ganguly and Chaudhry",Agriculture,Free,85,92
L104731,64000001,"Reddy, Lanka and Dara",Machinery,IM Star Pro,23,72
L104732,64000591,Uppal Group,Leather,Maximiser Pro,66,97
L104733,64000529,Dara-Bhavsar,Garments,IM Star Pro,73,97
L104734,64000207,Bath-Ratta,Garments,Free,87,73
L104735,64000238,Sha-Jha,Garments,Mini Dynamic Catalog (Annual),95,83
L104736,64000202,Tripathi and Sons,Agriculture,Mini Dynamic Catalog (Annual),90,70
L104737,64000765,Desai-Chaudhry,Packaging,Free,86,99
L104738,64000175,Vora-Wason,Furniture,Free,90,85
L104739,64000646,Swamy Group,Furniture,Free,43,86
L104740,64000648,Sarma-Garde,Leather,IM Star Pro,67,90
L104741,64000345,"Ghosh, Vig and Manne",Agriculture,Free,89,90
L104742,64000707,"Sodhi, Kamdar and Hans",Leather,Trustseal Pro,69,98
L104743,64000814,Lad-Kakar,Chemicals,IM Leader Pro,82,82
L104744,64000434,De-Arora,Machinery,Maximiser Pro,53,74
L104745,64000680,Guha Ltd,Furniture,IM Leader Pro,60,74
L104746,64000254,Sandal LLC,Furniture,IM IL,87,82
L104747,64000834,Chaudhary-Kaul,Agriculture,Free,87,91
L104748,64000568,Sachdeva-Kohli,Machinery,IM Leader Pro,73,70
L104749,64000759,"Sen, Golla and Madan",Electronics,IM Star Pro,83,94
L104750,64000986,"Bansal, De and Cherian",Machinery,Free,67,84
L104751,64000126,Agrawal-Hegde,Chemicals,Free,75,77
L104752,64000266,Dasgupta-Sur,Electronics,Trustseal Pro,93,84
L104753,64000220,Walia-Hans,Leather,IM IL,88,90
L104754,64000010,Chawla Ltd,Agriculture,Free,74,89
L104755,64000630,Mand-Suresh,Chemicals,IM IL,41,99
L104756,64000853,"Solanki, Setty and Chanda",Garments,Mini Dynamic Catalog (Annual),92,96
L104757,64000885,"Lala, Sangha and Varghese",Garments,IM Star Pro,94,78
L104758,64000347,"Barman, Varty and Bahl",Agriculture,Mini Dynamic Catalog (Annual),98,89
L104759,64000803,Rana PLC,Furniture,IM IL,45,95
L104760,64000977,Dugal-Swamy,Packaging,Free,76,70
L104761,64000164,"Mammen, Kar and Subramanian",Garments,Maximiser Pro,84,94
L104762,64000194,"Uppal, Ganesan and Bassi",Machinery,Free,73,72
L104763,64000754,"Chawla, Joshi and Seth",Packaging,Trustseal Pro,64,70
L104764,64000864,Sama-Garde,Chemicals,Maximiser Pro,60,77
L104765,64000849,Raman Ltd,Electronics,Mini Dynamic Catalog (Monthly),85,86
L104766,64000070,"Kaul, Amble and Sagar",Furniture,Mini Dynamic Catalog (Monthly),21,99
L104767,64000702,Ahuja-Mallick,Chemicals,Free,47,77
L104768,64000637,Dutt Ltd,Garments,Maximiser Pro,41,92
L104769,64000812,Talwar and Sons,Machinery,IM IL,94,99
L104770,64000183,Khanna-Jayaraman,Leather,Mini Dynamic Catalog (Annual),62,82
L104771,64000567,Srinivasan-Dua,Garments,Free,71,80
L104772,64000088,"Badal, Hari and Venkataraman",Machinery,Free,70,85
L104773,64000478,Khatri-Hans,Agriculture,IM Star Pro,43,77
L104774,64000753,Jha-Comar,Leather,Mini Dynamic Catalog (Monthly),20,77
L104775,64000347,"Barman, Varty and Bahl",Agriculture,Mini Dynamic Catalog (Annual),98,80
L104776,64000015,"Kothari, Bail and Bhatti",Leather,IM Leader Pro,66,85
L104777,64000217,Bora LLC,Agriculture,IM Star Pro,88,72
L104778,64000736,Gill LLC,Electronics,Mini Dynamic Catalog (Annual),87,95
L104779,64000285,Das Group,Leather,IM Star Pro,78,71
L104780,64000805,Agate-Jayaraman,Machinery,IM IL,53,98
L104781,64000646,Swamy Group,Furniture,Free,43,95
L104782,64000148,De-Mani,Chemicals,Free,93,83
L104783,64000412,"Bhattacharyya, Bhasin and Sunder",Chemicals,Free,82,97
L104784,64000900,Tailor-Kibe,Machinery,IM Star Pro,87,89
L104785,64000586,"Srinivas, Dave and Contractor",Garments,Mini Dynamic Catalog (Annual),25,87
L104786,64000033,"Kanda, Devan and Salvi",Furniture,Free,90,84
L104787,64000682,Kulkarni-Karpe,Electronics,Trustseal Pro,57,78
L104788,64000820,Virk-Chaudhry,Chemicals,Mini Dynamic Catalog (Monthly),53,88
L104789,64000349,Wable-Rama,Packaging,Mini Dynamic Catalog (Monthly),42,76
L104790,64000077,"Chaudhari, Shenoy and Mandal",Electronics,IM IL,92,84
L104791,64000423,"Grover, Som and Bala",Chemicals,Free,34,78
L104792,64000640,Chand-Khalsa,Leather,IM Star Pro,43,76
L104793,64000838,"Ganguly, Ganguly and Chaudhry",Agriculture,Free,85,93
L104794,64000794,Kurian-Dada,Leather,IM Star Pro,85,88
L104795,64000811,"Sarkar, Andra and Sarkar",Electronics,Mini Dynamic Catalog (Annual),90,96
L104796,64000602,"Reddy, Banerjee and Ghosh",Garments,Mini Dynamic Catalog (Monthly),39,73
L104797,64000630,Mand-Suresh,Chemicals,IM IL,41,86
L104798,64000086,Sha Inc,Leather,Trustseal Pro,60,83
L104799,64000066,Barad-Keer,Machinery,IM Leader Pro,92,93
L104800,64000603,"Sinha, Shenoy and Sha",Machinery,IM Leader Pro,83,78
L104801,64000821,Dewan LLC,Leather,Trustseal Pro,89,96
L104802,64000842,Kuruvilla-Gara,Electronics,IM Leader Pro,20,86
L104803,64000921,Saxena-Vora,Leather,Mini Dynamic Catalog (Monthly),85,77
L104804,64000664,Bains-Yohannan,Furniture,Mini Dynamic Catalog (Monthly),16,86
L104805,64000045,"Vyas, Dugal and Guha",Electronics,Free,29,79
L104806,64000095,Kothari-Varma,Machinery,IM Leader Pro,48,93
L104807,64000649,Dhillon and Sons,Electronics,Free,90,90
L104808,64000250,"Chana, Aggarwal and Ray",Chemicals,Mini Dynamic Catalog (Monthly),92,88
L104809,64000869,Sarna Group,Agriculture,Maximiser Pro,23,86
L104810,64000184,"Dalal, Chaudhary and Ganguly",Machinery,IM IL,87,89
L104811,64000275,"Sekhon, Wable and Kaur",Machinery,Free,76,89
L104812,64000125,Shankar LLC,Furniture,IM IL,85,88
L104813,64000800,Sawhney-Chacko,Agriculture,Free,50,73
L104814,64000202,Tripathi and Sons,Agriculture,Mini Dynamic Catalog (Annual),90,95
L104815,64000043,Shenoy-Vasa,Chemicals,IM Star Pro,34,73
L104816,64000524,"Srinivas, Sachdev and Samra",Furniture,Maximiser Pro,20,96
L104817,64000884,"Golla, Krishna and Soni",Chemicals,IM IL,50,78
L104818,64000142,Halder-Agate,Electronics,Maximiser Pro,55,77
L104819,64000524,"Srinivas, Sachdev and Samra",Furniture,Maximiser Pro,20,96
L104820,64000557,Sabharwal-Kothari,Leather,IM Star Pro,19,83
L104821,64000213,Chaudhary Group,Agriculture,Trustseal Pro,88,89
L104822,64000791,Sant-Aggarwal,Garments,IM Leader Pro,47,92
L104823,64000644,"Kara, Cheema and Shah",Garments,IM Star Pro,85,95
L104824,64000958,Bhattacharyya-Brar,Packaging,IM Star Pro,19,71
L104825,64000599,"Doctor, Swaminathan and Ganesan",Chemicals,Free,92,74
L104826,64000853,"Solanki, Setty and Chanda",Garments,Mini Dynamic Catalog (Annual),92,92
L104827,64000194,"Uppal, Ganesan and Bassi",Machinery,Free,73,77
L104828,64000560,Cherian-Goyal,Packaging,Free,72,87
L104829,64000459,"Sheth, Saran and Behl",Packaging,Mini Dynamic Catalog (Annual),44,74
L104830,64000246,Bhatia and Sons,Electronics,IM Star Pro,93,81
L104831,64000940,Keer Inc,Leather,IM Star Pro,23,95
L104832,64000412,"Bhattacharyya, Bhasin and Sunder",Chemicals,Free,82,90
L104833,64000741,Bhatt-Sathe,Packaging,Mini Dynamic Catalog (Monthly),87,91
L104834,64000128,Chauhan-Jhaveri,Leather,Mini Dynamic Catalog (Annual),26,74
L104835,64000654,Chauhan-Sachdev,Garments,Free,82,70
L104836,64000339,"Bava, Mani and Char",Chemicals,IM Leader Pro,23,84
L104837,64000102,Dasgupta Group,Garments,IM IL,82,70
L104838,64000860,Sachdeva-Kaul,Garments,Free,86,70
L104839,64000725,Gour-Grewal,Furniture,Trustseal Pro,38,90
L104840,64000223,Lanka-Soman,Leather,IM Star Pro,33,80
L104841,64000633,Banerjee-Tiwari,Agriculture,Free,15,81
L104842,64000139,Agate-Vala,Garments,Mini Dynamic Catalog (Annual),83,96
L104843,64000869,Sarna Group,Agriculture,Maximiser Pro,23,87
L104844,64000901,Vala-Magar,Garments,Mini Dynamic Catalog (Annual),29,82
L104845,64000363,"Mandal, Sridhar and Gala",Furniture,Mini Dynamic Catalog (Annual),52,99
L104846,64000970,"Rout, Hans and Tata",Agriculture,Free,82,73
L104847,64000036,Iyer-Seshadri,Chemicals,Free,76,96
L104848,64000278,Bora-Ramakrishnan,Electronics,Maximiser Pro,69,72
L104849,64000548,Sidhu LLC,Electronics,IM Leader Pro,43,83
L104850,64000996,"D’Alia, Aurora and Bhakta",Furniture,Mini Dynamic Catalog (Monthly),82,98
L104851,64000908,Karan LLC,Electronics,Trustseal Pro,43,83
L104852,64000696,Sarin and Sons,Packaging,IM Leader Pro,36,85
L104853,64000568,Sachdeva-Kohli,Machinery,IM Leader Pro,73,97
L104854,64000859,Rege-Loyal,Leather,IM Star Pro,91,73
L104855,64000938,Gulati and Sons,Electronics,IM Leader Pro,88,79
L104856,64000108,Lalla Inc,Packaging,Maximiser Pro,85,70
L104857,64000837,Dhawan-Gour,Leather,IM Star Pro,21,99
L104858,64000683,Bakshi and Sons,Chemicals,Trustseal Pro,94,90
L104859,64000885,"Lala, Sangha and Varghese",Garments,IM Star Pro,94,86
L104860,64000487,Saini-Mand,Garments,Free,80,82
L104861,64000407,Dhawan Inc,Packaging,Mini Dynamic Catalog (Monthly),55,90
L104862,64000296,Sur LLC,Furniture,Free,32,84
L104863,64000922,"Shanker, Brahmbhatt and Basak",Packaging,Trustseal Pro,90,97
L104864,64000622,"Virk, Dara and Seth",Packaging,IM IL,87,89
L104865,64000743,Dhawan-Golla,Leather,IM IL,66,90
L104866,64000594,Ramaswamy Group,Electronics,Free,66,75
L104867,64000487,Saini-Mand,Garments,Free,80,71
L104868,64000686,Seshadri-Amble,Chemicals,Maximiser Pro,46,70
L104869,64000109,Bhatia-Virk,Machinery,Free,35,72
L104870,64000056,"Vaidya, Badami and Sanghvi",Garments,Trustseal Pro,26,98
L104871,64000587,"Johal, Gera and Gole",Garments,Free,72,91
L104872,64000382,Dayal-Toor,Chemicals,Mini Dynamic Catalog (Annual),86,81
L104873,64000694,Vala-Dutt,Chemicals,Free,27,85
L104874,64000998,Deshpande-Raja,Machinery,Mini Dynamic Catalog (Monthly),82,85
L104875,64000134,Kalita PLC,Agriculture,Mini Dynamic Catalog (Annual),94,75
L104876,64000080,"Kadakia, Srinivasan and Sarraf",Furniture,Maximiser Pro,96,82
L104877,64000784,Swaminathan-Sankaran,Agriculture,Maximiser Pro,61,79
L104878,64000058,Gill-Badami,Packaging,Free,40,92
L104879,64000498,Chahal-Gola,Machinery,Free,95,92
L104880,64000716,"Kuruvilla, Ganesh and Rajan",Electronics,Trustseal Pro,40,96
L104881,64000797,Bhatt-Khosla,Garments,Mini Dynamic Catalog (Annual),39,89
L104882,64000627,Bhatnagar-Deo,Electronics,Mini Dynamic Catalog (Annual),37,92
L104883,64000667,"Jaggi, Shetty and Bhakta",Furniture,IM IL,85,73
L104884,64000747,Dua-Buch,Electronics,Mini Dynamic Catalog (Annual),20,90
L104885,64000641,"Karan, Iyengar and Toor",Agriculture,IM Leader Pro,42,83
L104886,64000382,Dayal-Toor,Chemicals,Mini Dynamic Catalog (Annual),86,80
L104887,64000444,Sabharwal Group,Furniture,Free,82,86
L104888,64000089,Varty-Ahuja,Leather,IM IL,79,74
L104889,64000576,"Chaudhuri, Gill and Kata",Packaging,IM Leader Pro,23,99
L104890,64000483,De Inc,Leather,IM IL,42,89
L104891,64000974,"Roy, Sodhi and Comar",Agriculture,Free,78,97
L104892,64000724,Talwar Group,Packaging,Free,80,77
L104893,64000130,Shan-Contractor,Packaging,Mini Dynamic Catalog (Monthly),93,79
L104894,64000709,"Gill, Sami and Butala",Chemicals,Maximiser Pro,29,91
L104895,64000599,"Doctor, Swaminathan and Ganesan",Chemicals,Free,92,73
L104896,64000254,Sandal LLC,Furniture,IM IL,87,86
L104897,64000513,Das Ltd,Leather,Trustseal Pro,42,86
L104898,64000261,"Buch, Handa and Vyas",Electronics,Mini Dynamic Catalog (Annual),40,80
L104899,64000771,"Khosla, Sarkar and Uppal",Garments,IM IL,30,72
L104900,64000222,Agarwal-Bedi,Furniture,Maximiser Pro,95,73
L104901,64000103,"Krishna, Singh and Hayre",Packaging,Free,83,82
L104902,64000707,"Sodhi, Kamdar and Hans",Leather,Trustseal Pro,69,76
L104903,64000348,"Kumar, Kibe and Kant",Chemicals,Trustseal Pro,23,99
L104904,64000645,Chaudry Inc,Packaging,IM Leader Pro,32,96
L104905,64000176,Lanka-Dua,Furniture,IM IL,42,70
L104906,64000157,Dugar-Jain,Packaging,Maximiser Pro,85,96
L104907,64000019,Doshi-Garde,Garments,Free,79,94
L104908,64000979,Sarraf-Din,Machinery,IM Star Pro,90,70
L104909,64000398,Bajaj-Kashyap,Garments,Free,91,91
L104910,64000309,Golla Inc,Chemicals,Free,72,82
L104911,64000443,Ravel-Chopra,Furniture,Mini Dynamic Catalog (Monthly),40,77
L104912,64000860,Sachdeva-Kaul,Garments,Free,86,90
L104913,64000083,Ray LLC,Agriculture,Free,87,78
L104914,64000794,Kurian-Dada,Leather,IM Star Pro,85,88
L104915,64000099,Biswas-Bhalla,Garments,IM Leader Pro,92,82
L104916,64000701,Vig-Dash,Packaging,Mini Dynamic Catalog (Annual),37,91
L104917,64000456,Mammen-Ben,Chemicals,IM IL,35,96
L104918,64000495,Yogi Ltd,Packaging,Free,83,95
L104919,64000440,Khare Inc,Leather,Maximiser Pro,40,71
L104920,64000850,"Tata, Sidhu and Bal",Chemicals,IM Star Pro,25,73
L104921,64000894,Bera LLC,Packaging,IM IL,18,96
L104922,64000602,"Reddy, Banerjee and Ghosh",Garments,Mini Dynamic Catalog (Monthly),39,84
L104923,64000832,Sama LLC,Packaging,IM Leader Pro,94,99
L104924,64000631,Arya-Sampath,Agriculture,IM Star Pro,87,95
L104925,64000002,"Kamdar, Majumdar and Dutta",Electronics,Mini Dynamic Catalog (Annual),37,75
L104926,64000193,"Hayer, Bora and Wason",Furniture,IM IL,91,74
L104927,64000242,"Wali, Sandhu and Bhat",Packaging,Free,90,99
L104928,64000208,Ramaswamy-Suresh,Furniture,Trustseal Pro,25,76
L104929,64000541,Zacharia-Shankar,Packaging,Mini Dynamic Catalog (Annual),81,72
L104930,64000549,Bansal Inc,Garments,IM IL,75,75
L104931,64000959,"Kanda, Kulkarni and Yadav",Packaging,Mini Dynamic Catalog (Annual),15,71
L104932,64000801,Samra-Wagle,Packaging,Mini Dynamic Catalog (Annual),91,96
L104933,64000053,"Trivedi, Dutta and Swamy",Machinery,IM Star Pro,40,78
L104934,64000802,"Venkataraman, Tara and Mann",Chemicals,Mini Dynamic Catalog (Annual),41,78
L104935,64000836,Khurana LLC,Electronics,Mini Dynamic Catalog (Monthly),73,78
L104936,64000376,Kale-Kapur,Furniture,Mini Dynamic Catalog (Annual),88,91
L104937,64000221,"Vig, Dora and Verma",Chemicals,IM IL,93,99
L104938,64000312,Saraf-Kapur,Furniture,Mini Dynamic Catalog (Annual),80,81
L104939,64000889,Bassi LLC,Leather,Mini Dynamic Catalog (Annual),90,98
L104940,64000401,Chhabra Ltd,Agriculture,IM IL,19,73
L104941,64000637,Dutt Ltd,Garments,Maximiser Pro,41,76
L104942,64000728,"Bora, Chandra and Yohannan",Machinery,IM IL,45,71
L104943,64000133,"Samra, Bassi and Ray",Packaging,IM IL,31,92
L104944,64000693,"Walla, Devi and Saxena",Leather,Trustseal Pro,71,71
L104945,64000831,"Malhotra, Seth and Varty",Packaging,Mini Dynamic Catalog (Monthly),43,90
L104946,64000986,"Bansal, De and Cherian",Machinery,Free,67,86
L104947,64000419,Bala-Mandal,Machinery,Trustseal Pro,26,91
