seller_id,company_name,city,state,business_type,years_active,service_name,weekly_bl_allocation,revenue_band,persona_type,catalog_quality_score,total_products,active_categories,avg_weekly_leads,avg_weekly_lead_consumption,avg_response_rate,avg_response_time_mins,preferred_platform,seller_rating,engagement_score,seller_health_score,churn_risk,upsell_probability,last_active_days_ago,notification_open_rate,support_ticket_count,preferred_market,primary_category,secondary_categories
64000328,Dugar-Walia,Gurugram,Haryana,LLP,12,Free,0,10L-40L,Free Active Seller,73,148,59,5,3,66,6,Desktop,4.33,72,86,Medium,98,9,18,2,Export,Packaging,Labels|Plastic Pouch|Shipping Box
64000329,Viswanathan PLC,Surat,Gujarat,LLP,10,Free,0,1.5Cr-5Cr,Power Seller,97,216,63,8,8,98,8,Mobile Site,3.71,82,89,Low,10,2,4,1,National,Electronics,Wireless CCTV|CCTV Camera|HDMI Cable
64000330,"Varty, Virk and Desai",Bengaluru,Karnataka,Private Limited,2,IM Star Pro,30,10L-40L,Lazy Seller,52,358,26,43,22,31,110,Mobile Site,4.37,11,45,High,17,17,32,1,Export,Garments,Kids Wear|T-Shirts|Uniforms
64000331,Deo Inc,Noida,Uttar Pradesh,Proprietorship,3,Maximiser Pro,21,10L-40L,Power Seller,82,296,41,68,17,92,9,Desktop,3.78,92,84,Low,35,3,22,0,National,Packaging,Shipping Box|Plastic Pouch|Labels
64000332,D’Alia PLC,Gurugram,Haryana,Proprietorship,13,Free,0,5Cr-20Cr,New Seller,76,139,11,6,5,72,44,Mobile Site,3.23,44,68,Medium,53,9,40,0,Regional,Furniture,Office Chair|Wooden Table|Modular Desk
64000333,"Shankar, Krishna and Master",Mumbai,Maharashtra,Partnership,3,Mini Dynamic Catalog (Monthly),7,5Cr-20Cr,New Seller,64,447,77,9,1,71,16,Mobile Site,4.56,54,64,Medium,40,8,15,1,Regional,Chemicals,Industrial Solvents|Cleaning Chemical|Paint Chemical
64000334,"Sani, Savant and Kade",Jaipur,Rajasthan,Private Limited,13,IM IL,70,40L-1.5Cr,New Seller,65,426,29,102,5,48,44,App,3.31,44,55,Medium,61,23,18,2,National,Electronics,Wireless CCTV|CCTV Camera|Adapters
64000335,"Raju, Varkey and Gour",Mumbai,Maharashtra,Private Limited,9,Free,0,10L-40L,Churning Seller,57,333,50,10,0,32,42,Desktop,3.21,26,45,High,25,20,6,4,National,Packaging,Shipping Box|Plastic Pouch|Corrugated Box
64000336,Kakar Inc,Noida,Uttar Pradesh,Proprietorship,4,IM Star Pro,30,10L-40L,Churning Seller,66,332,6,28,22,58,77,Mobile Site,4.61,35,50,High,10,20,20,5,National,Packaging,Plastic Pouch|Shipping Box|Labels
64000337,Wadhwa-Chhabra,Delhi,Delhi,Proprietorship,4,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Power Seller,93,119,16,55,2,92,9,Desktop,3.47,86,90,Low,11,3,3,0,Export,Machinery,Lathe Machine|Packaging Machine|Mixer Machine
64000338,"Bera, Ahluwalia and Kuruvilla",Surat,Gujarat,Private Limited,4,IM Star Pro,30,10L-40L,Lazy Seller,61,493,70,27,5,49,45,App,4.08,13,38,High,6,30,5,3,Export,Electronics,Adapters|HDMI Cable|Wireless CCTV
64000339,"Bava, Mani and Char",Noida,Uttar Pradesh,Private Limited,7,IM Leader Pro,40,10L-40L,Churning Seller,57,397,54,30,12,37,66,App,4.19,34,23,High,12,12,4,6,Regional,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000340,Chander Group,Ahmedabad,Gujarat,LLP,3,IM Leader Pro,40,10L-40L,Lazy Seller,48,123,44,21,1,49,64,App,3.43,30,26,High,13,27,30,7,National,Electronics,HDMI Cable|Fiber Optic Cable|CCTV Camera
64000341,"Wagle, Bakshi and Arora",Mumbai,Maharashtra,Private Limited,4,Free,0,5Cr-20Cr,Free Active Seller,89,315,72,12,1,70,17,Desktop,4.21,90,87,Medium,80,18,30,4,Regional,Leather,Laptop Sleeve|Wallet|Organizer Bag
64000342,"Uppal, Soman and Shankar",Jaipur,Rajasthan,Proprietorship,4,Free,0,5Cr-20Cr,Free Active Seller,83,479,2,18,1,83,8,Mobile Site,4.51,88,72,Medium,93,6,3,6,Export,Electronics,HDMI Cable|Wireless CCTV|Adapters
64000343,Singh-Ahluwalia,Jaipur,Rajasthan,LLP,13,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,New Seller,69,26,54,18,2,60,25,Desktop,4.3,42,62,Medium,59,16,6,0,National,Agriculture,Pesticides|Drip Irrigation|Fertilizers
64000344,Dua LLC,Ludhiana,Punjab,Proprietorship,12,Mini Dynamic Catalog (Monthly),7,10L-40L,Lazy Seller,69,114,49,45,7,49,57,Mobile Site,3.32,37,37,High,17,27,45,5,Export,Leather,Card Holder|Passport Holder|Wallet
64000345,"Ghosh, Vig and Manne",Delhi,Delhi,Private Limited,7,Free,0,1.5Cr-5Cr,Free Active Seller,89,337,44,6,4,82,14,Desktop,3.39,76,89,Medium,77,26,24,7,Export,Agriculture,Pesticides|Fertilizers|Seeds
64000346,Konda Group,Delhi,Delhi,Private Limited,6,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Churning Seller,67,78,63,52,9,43,42,Mobile Site,4.49,41,27,High,22,27,21,5,National,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000347,"Barman, Varty and Bahl",Bengaluru,Karnataka,LLP,5,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Power Seller,93,444,17,35,8,96,9,Mobile Site,3.83,95,98,Low,26,2,44,1,Regional,Agriculture,Drip Irrigation|Seeds|Pesticides
64000348,"Kumar, Kibe and Kant",Noida,Uttar Pradesh,Partnership,2,Trustseal Pro,14,10L-40L,Lazy Seller,58,376,20,36,2,24,53,App,3.91,15,23,High,8,11,44,8,Regional,Chemicals,Cleaning Chemical|Industrial Solvents|Paint Chemical
64000349,Wable-Rama,Noida,Uttar Pradesh,Private Limited,7,Mini Dynamic Catalog (Monthly),7,1.5Cr-5Cr,Lazy Seller,58,447,68,46,5,32,48,Mobile Site,4.3,10,42,High,12,18,21,7,Export,Packaging,Shipping Box|Plastic Pouch|Corrugated Box
64000350,"Srinivas, Swaminathan and Rattan",Bengaluru,Karnataka,LLP,8,Free,0,10L-40L,Free Active Seller,88,136,63,16,9,69,17,Desktop,3.8,79,73,Medium,83,29,30,2,Export,Agriculture,Fertilizers|Drip Irrigation|Pesticides
64000351,"Jain, Saran and Krishnamurthy",Mumbai,Maharashtra,Private Limited,3,Trustseal Pro,14,40L-1.5Cr,Churning Seller,55,84,58,21,5,45,39,Mobile Site,4.4,22,30,High,23,10,43,5,National,Leather,Passport Holder|Card Holder|Laptop Sleeve
64000352,Madan-Singhal,Mumbai,Maharashtra,Private Limited,8,Trustseal Pro,14,10L-40L,Premium Stable Seller,87,94,60,64,5,81,3,Mobile Site,4.13,87,93,Low,39,1,33,5,Export,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000353,Kothari-Loyal,Ludhiana,Punjab,LLP,15,Free,0,10L-40L,Free Active Seller,88,372,16,20,1,86,7,App,3.24,88,82,Medium,85,9,40,3,National,Garments,Uniforms|Kids Wear|Hoodies
64000354,Koshy Ltd,Surat,Gujarat,Partnership,6,Maximiser Pro,21,40L-1.5Cr,Power Seller,89,454,59,16,16,93,5,App,3.74,80,84,Low,27,3,39,8,Regional,Leather,Organizer Bag|Laptop Sleeve|Wallet
64000355,"Rajagopalan, Buch and Rao",Surat,Gujarat,LLP,3,IM IL,70,10L-40L,New Seller,66,199,41,62,55,57,33,Desktop,4.44,40,54,Medium,46,22,29,6,National,Packaging,Shipping Box|Labels|Corrugated Box
64000356,"Jha, Sekhon and Anne",Ludhiana,Punjab,Proprietorship,13,IM IL,70,5Cr-20Cr,New Seller,78,326,13,23,6,73,36,Mobile Site,4.88,44,71,Medium,53,14,5,6,Regional,Chemicals,Industrial Solvents|Cleaning Chemical|Paint Chemical
64000357,"Rana, Kapur and Ramesh",Delhi,Delhi,LLP,11,Free,0,1.5Cr-5Cr,Free Active Seller,83,406,19,11,2,70,13,Mobile Site,4.03,84,90,Medium,93,17,20,4,National,Packaging,Plastic Pouch|Labels|Corrugated Box
64000358,Zacharia-De,Bengaluru,Karnataka,LLP,4,Mini Dynamic Catalog (Monthly),7,40L-1.5Cr,Power Seller,86,360,38,31,2,93,6,Desktop,3.4,95,85,Low,30,3,18,7,Regional,Chemicals,Industrial Solvents|Paint Chemical|Cleaning Chemical
64000359,Lall Inc,Chennai,Tamil Nadu,Private Limited,10,IM IL,70,40L-1.5Cr,Lazy Seller,56,452,35,25,18,50,55,App,3.98,21,31,High,5,6,45,2,National,Furniture,Modular Desk|Office Chair|Sofa
64000360,Ramesh-Dhar,Mumbai,Maharashtra,Partnership,5,Free,0,40L-1.5Cr,Free Active Seller,83,291,11,21,6,85,10,Desktop,4.22,71,77,Medium,84,29,11,8,National,Furniture,Modular Desk|Sofa|Wooden Table
64000361,Datta Inc,Surat,Gujarat,Private Limited,5,IM Leader Pro,40,5Cr-20Cr,New Seller,58,90,68,41,23,62,32,App,3.78,66,49,Medium,35,29,11,1,Regional,Leather,Laptop Sleeve|Passport Holder|Organizer Bag
64000362,"Dara, Bhat and Ganesh",Mumbai,Maharashtra,Proprietorship,14,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Churning Seller,63,492,4,35,5,59,34,Desktop,4.59,27,46,High,9,14,39,8,National,Packaging,Plastic Pouch|Corrugated Box|Labels
64000363,"Mandal, Sridhar and Gala",Mumbai,Maharashtra,Private Limited,1,Mini Dynamic Catalog (Annual),10,10L-40L,New Seller,62,84,28,13,1,49,19,Desktop,3.23,62,52,Medium,44,18,31,6,Regional,Furniture,Wooden Table|Office Chair|Modular Desk
64000364,"Borde, Sehgal and Vaidya",Ahmedabad,Gujarat,Partnership,1,Mini Dynamic Catalog (Monthly),7,10L-40L,New Seller,70,361,3,53,1,48,26,Mobile Site,3.55,41,47,Medium,44,30,13,2,Export,Agriculture,Fertilizers|Seeds|Pesticides
64000365,"Saini, Chauhan and Ghosh",Surat,Gujarat,Partnership,2,IM Star Pro,30,10L-40L,Churning Seller,68,419,80,35,16,52,70,Desktop,4.59,30,47,High,21,23,1,8,Regional,Leather,Passport Holder|Organizer Bag|Laptop Sleeve
64000366,Khalsa-Sibal,Ahmedabad,Gujarat,Private Limited,3,Mini Dynamic Catalog (Monthly),7,1.5Cr-5Cr,Premium Stable Seller,81,321,25,33,1,84,11,App,3.92,90,89,Low,37,1,33,3,National,Garments,Corporate Wear|Uniforms|Hoodies
64000367,Bakshi and Sons,Gurugram,Haryana,Private Limited,2,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Lazy Seller,48,62,43,36,1,51,86,App,4.22,32,24,High,6,17,20,7,Regional,Packaging,Labels|Corrugated Box|Plastic Pouch
64000368,Brar Group,Bengaluru,Karnataka,LLP,5,Maximiser Pro,21,10L-40L,Lazy Seller,44,364,15,55,14,50,87,Desktop,3.44,15,15,High,20,21,26,1,Export,Leather,Card Holder|Passport Holder|Wallet
64000369,Khalsa Group,Mumbai,Maharashtra,Partnership,6,IM Leader Pro,40,1.5Cr-5Cr,Churning Seller,56,391,65,40,37,55,40,Mobile Site,4.8,34,46,High,18,23,23,7,Export,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000370,"Ratti, Upadhyay and Bahri",Chennai,Tamil Nadu,LLP,8,IM Star Pro,30,10L-40L,Premium Stable Seller,82,274,31,22,0,92,4,Desktop,4.05,78,86,Low,30,0,2,2,National,Furniture,Modular Desk|Office Chair|Sofa
64000371,Din-Kala,Chennai,Tamil Nadu,Private Limited,3,Free,0,5Cr-20Cr,Free Active Seller,89,412,65,19,6,84,6,App,4.06,72,89,Medium,91,14,35,5,Export,Furniture,Modular Desk|Office Chair|Wooden Table
64000372,Vora LLC,Bengaluru,Karnataka,Partnership,13,IM IL,70,40L-1.5Cr,Power Seller,85,255,6,9,2,97,9,App,3.93,90,94,Low,24,2,20,6,National,Agriculture,Drip Irrigation|Fertilizers|Pesticides
64000373,Hayre-Kalita,Gurugram,Haryana,LLP,11,Free,0,1.5Cr-5Cr,Premium Stable Seller,93,154,65,23,12,95,5,App,3.3,91,79,Low,27,2,38,0,Regional,Packaging,Labels|Corrugated Box|Plastic Pouch
64000374,Lad LLC,Surat,Gujarat,Private Limited,13,Mini Dynamic Catalog (Monthly),7,40L-1.5Cr,New Seller,79,196,47,31,5,73,31,Desktop,3.6,52,48,Medium,48,6,20,1,Export,Furniture,Office Chair|Sofa|Wooden Table
64000375,Wadhwa Inc,Gurugram,Haryana,Private Limited,2,Free,0,10L-40L,Free Active Seller,75,356,56,23,13,65,13,Mobile Site,4,80,69,Medium,89,13,2,5,National,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000376,Kale-Kapur,Chennai,Tamil Nadu,LLP,6,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Premium Stable Seller,93,277,45,15,9,81,14,App,3.54,81,88,Low,30,2,41,1,Export,Furniture,Office Chair|Modular Desk|Wooden Table
64000377,Chauhan PLC,Ahmedabad,Gujarat,Private Limited,5,IM Star Pro,30,5Cr-20Cr,Power Seller,94,192,36,13,9,92,11,Desktop,3.79,82,85,Low,28,3,5,4,Export,Agriculture,Fertilizers|Drip Irrigation|Seeds
64000378,Kalita LLC,Ludhiana,Punjab,LLP,11,IM Leader Pro,40,40L-1.5Cr,Premium Stable Seller,84,363,72,28,28,91,9,Mobile Site,4.05,83,94,Low,29,0,43,7,National,Machinery,Mixer Machine|Juice Machine|Packaging Machine
64000379,Sem LLC,Bengaluru,Karnataka,LLP,15,Mini Dynamic Catalog (Monthly),7,10L-40L,Premium Stable Seller,94,97,40,32,6,84,8,Mobile Site,3.55,89,82,Low,22,2,27,4,National,Packaging,Corrugated Box|Labels|Plastic Pouch
64000380,Basu and Sons,Mumbai,Maharashtra,Private Limited,11,Maximiser Pro,21,5Cr-20Cr,Premium Stable Seller,90,145,41,64,15,85,4,Mobile Site,4.74,79,84,Low,15,3,13,2,National,Machinery,Mixer Machine|Packaging Machine|Juice Machine
64000381,"Kadakia, Malhotra and Ramaswamy",Mumbai,Maharashtra,Partnership,5,Free,0,5Cr-20Cr,Free Active Seller,87,48,12,15,9,70,15,App,4.34,71,83,Medium,75,7,6,6,Export,Machinery,Packaging Machine|Juice Machine|Mixer Machine
64000382,Dayal-Toor,Mumbai,Maharashtra,Proprietorship,2,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Premium Stable Seller,94,472,13,20,9,96,15,App,4.61,91,86,Low,30,0,25,3,National,Chemicals,Industrial Solvents|Paint Chemical|Cleaning Chemical
64000383,Atwal-Savant,Ahmedabad,Gujarat,Proprietorship,2,Maximiser Pro,21,5Cr-20Cr,Churning Seller,58,48,64,52,3,58,77,App,4.36,36,47,High,23,15,18,2,National,Furniture,Modular Desk|Sofa|Office Chair
64000384,Chatterjee Group,Noida,Uttar Pradesh,Private Limited,14,Free,0,1.5Cr-5Cr,Free Active Seller,70,373,32,13,8,85,14,Mobile Site,4.83,71,89,Medium,76,17,24,1,Export,Agriculture,Drip Irrigation|Pesticides|Seeds
64000385,Ram Ltd,Ahmedabad,Gujarat,LLP,7,IM IL,70,5Cr-20Cr,Power Seller,90,460,22,61,40,94,3,Desktop,3.67,87,91,Low,16,2,6,7,National,Electronics,CCTV Camera|Fiber Optic Cable|Adapters
64000386,Jayaraman Group,Jaipur,Rajasthan,Private Limited,12,Mini Dynamic Catalog (Annual),10,10L-40L,Lazy Seller,50,328,72,52,5,36,104,Desktop,4.29,12,26,High,18,19,12,7,Export,Leather,Laptop Sleeve|Card Holder|Passport Holder
64000387,"Guha, Garde and Ratta",Mumbai,Maharashtra,Partnership,7,IM Star Pro,30,5Cr-20Cr,Churning Seller,60,385,18,57,25,35,39,App,4.68,30,27,High,21,15,9,4,Regional,Furniture,Wooden Table|Modular Desk|Office Chair
64000388,Yadav PLC,Chennai,Tamil Nadu,Private Limited,13,Free,0,10L-40L,Free Active Seller,76,468,50,23,7,67,11,Mobile Site,4.3,81,73,Medium,87,5,41,3,Regional,Garments,Uniforms|Kids Wear|Corporate Wear
64000389,Doshi and Sons,Noida,Uttar Pradesh,Proprietorship,5,Trustseal Pro,14,10L-40L,New Seller,56,65,49,15,9,57,37,Mobile Site,4.09,59,53,Medium,39,8,30,7,Regional,Agriculture,Seeds|Drip Irrigation|Fertilizers
64000390,"Basu, Sidhu and Rau",Ahmedabad,Gujarat,Proprietorship,4,Free,0,40L-1.5Cr,Free Active Seller,79,458,28,24,6,88,12,App,3.51,82,72,Medium,88,14,10,0,National,Garments,Hoodies|Uniforms|Corporate Wear
64000391,Chaudhari Group,Ludhiana,Punjab,Proprietorship,10,Maximiser Pro,21,5Cr-20Cr,Lazy Seller,63,466,43,55,21,49,50,Mobile Site,3.92,10,30,High,9,11,39,4,Regional,Leather,Organizer Bag|Card Holder|Passport Holder
64000392,"Grover, Sampath and Ganguly",Gurugram,Haryana,Partnership,1,Free,0,5Cr-20Cr,Free Active Seller,77,383,7,5,2,80,10,App,4.86,89,89,Medium,94,21,43,5,Regional,Chemicals,Industrial Solvents|Cleaning Chemical|Paint Chemical
64000393,Bora-Contractor,Bengaluru,Karnataka,Partnership,10,IM Star Pro,30,5Cr-20Cr,Churning Seller,55,87,13,45,22,62,88,Desktop,3.64,41,48,High,19,21,21,0,Regional,Electronics,Adapters|Fiber Optic Cable|CCTV Camera
64000394,Rajagopalan-Dubey,Noida,Uttar Pradesh,Private Limited,12,Free,0,5Cr-20Cr,Free Active Seller,83,180,57,10,5,74,9,Desktop,4.14,89,76,Medium,91,28,43,7,Regional,Garments,Kids Wear|Hoodies|T-Shirts
64000395,Saraf-Badal,Ahmedabad,Gujarat,Proprietorship,1,Trustseal Pro,14,10L-40L,Churning Seller,51,243,16,62,14,60,58,App,3.81,30,42,High,19,20,36,7,National,Packaging,Plastic Pouch|Labels|Corrugated Box
64000396,Ben PLC,Noida,Uttar Pradesh,Partnership,14,Trustseal Pro,14,40L-1.5Cr,New Seller,58,112,23,52,8,56,15,Mobile Site,4.9,46,72,Medium,44,13,1,8,Export,Chemicals,Industrial Solvents|Cleaning Chemical|Paint Chemical
64000397,Sankaran and Sons,Mumbai,Maharashtra,LLP,15,Maximiser Pro,21,1.5Cr-5Cr,Power Seller,97,368,17,55,11,88,7,Desktop,3.25,80,91,Low,31,0,30,7,National,Electronics,Adapters|Fiber Optic Cable|CCTV Camera
64000398,Bajaj-Kashyap,Ludhiana,Punjab,Partnership,6,Free,0,5Cr-20Cr,Power Seller,92,428,9,7,6,89,5,App,3.5,81,91,Low,20,0,26,1,Regional,Garments,Corporate Wear|Hoodies|Kids Wear
64000399,Thaman-Shere,Ahmedabad,Gujarat,Proprietorship,7,IM Star Pro,30,10L-40L,Lazy Seller,49,396,41,21,11,27,78,App,4.07,25,40,High,18,26,32,7,National,Leather,Card Holder|Laptop Sleeve|Organizer Bag
64000400,Gill-Yadav,Noida,Uttar Pradesh,Private Limited,10,IM IL,70,5Cr-20Cr,Premium Stable Seller,80,342,56,16,1,91,15,Mobile Site,3.58,86,83,Low,28,2,44,2,National,Leather,Wallet|Passport Holder|Organizer Bag
64000401,Chhabra Ltd,Bengaluru,Karnataka,Partnership,5,IM IL,70,10L-40L,Lazy Seller,45,450,33,71,54,50,78,Mobile Site,3.33,14,19,High,14,14,3,8,Regional,Agriculture,Seeds|Fertilizers|Drip Irrigation
64000402,Dubey PLC,Bengaluru,Karnataka,LLP,7,Free,0,40L-1.5Cr,Power Seller,90,277,4,8,7,96,6,App,3.28,98,84,Low,34,1,27,4,National,Garments,Uniforms|T-Shirts|Hoodies
64000403,"Sharaf, Loyal and Ganesh",Chennai,Tamil Nadu,LLP,13,Free,0,1.5Cr-5Cr,New Seller,74,466,25,11,2,70,26,Mobile Site,3.38,50,75,Medium,64,7,35,0,Regional,Furniture,Modular Desk|Sofa|Wooden Table
64000404,"Raman, Mane and Baral",Jaipur,Rajasthan,Partnership,1,Free,0,40L-1.5Cr,Churning Seller,64,204,52,14,1,55,87,Desktop,3.52,39,39,High,24,9,2,3,Regional,Furniture,Office Chair|Sofa|Modular Desk
64000405,Ganesh-Srinivas,Ahmedabad,Gujarat,LLP,11,Maximiser Pro,21,40L-1.5Cr,Churning Seller,63,95,62,59,0,64,49,Desktop,4.46,25,29,High,19,8,29,7,National,Furniture,Sofa|Office Chair|Wooden Table
64000406,Ben-Chaudhary,Delhi,Delhi,LLP,10,Maximiser Pro,21,1.5Cr-5Cr,Churning Seller,59,342,57,58,15,55,31,Desktop,4.03,41,20,High,8,28,32,8,Export,Furniture,Office Chair|Wooden Table|Sofa
64000407,Dhawan Inc,Chennai,Tamil Nadu,LLP,4,Mini Dynamic Catalog (Monthly),7,10L-40L,New Seller,71,52,36,46,6,45,37,App,4.26,58,55,Medium,52,20,42,5,National,Packaging,Shipping Box|Labels|Plastic Pouch
64000408,Korpal and Sons,Jaipur,Rajasthan,Partnership,3,Free,0,1.5Cr-5Cr,Free Active Seller,76,132,77,15,14,80,10,Mobile Site,4.41,84,75,Medium,91,9,27,5,National,Leather,Card Holder|Laptop Sleeve|Wallet
64000409,"Rajagopalan, Kale and Sachar",Mumbai,Maharashtra,Proprietorship,5,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,New Seller,76,330,64,11,6,60,18,Desktop,3.56,45,51,Medium,40,20,4,0,National,Furniture,Office Chair|Sofa|Wooden Table
64000410,Dass Inc,Ludhiana,Punjab,Private Limited,11,Trustseal Pro,14,5Cr-20Cr,Churning Seller,76,78,31,12,8,62,29,App,4.89,24,30,High,18,12,23,0,Export,Electronics,Wireless CCTV|HDMI Cable|Fiber Optic Cable
64000411,Batta Group,Ludhiana,Punjab,Proprietorship,14,Mini Dynamic Catalog (Annual),10,10L-40L,New Seller,77,450,16,11,9,46,38,Mobile Site,3.27,65,59,Medium,65,24,7,2,Export,Furniture,Sofa|Office Chair|Modular Desk
64000412,"Bhattacharyya, Bhasin and Sunder",Gurugram,Haryana,Proprietorship,15,Free,0,40L-1.5Cr,Free Active Seller,75,275,14,9,5,88,9,Desktop,4.64,92,82,Medium,91,15,29,6,Regional,Chemicals,Paint Chemical|Cleaning Chemical|Industrial Solvents
64000413,Raman-Sane,Ahmedabad,Gujarat,LLP,6,Free,0,5Cr-20Cr,Free Active Seller,86,406,55,16,7,70,6,Desktop,3.43,78,79,Medium,97,9,28,6,National,Agriculture,Drip Irrigation|Seeds|Fertilizers
64000414,"Kari, Sandhu and Chokshi",Noida,Uttar Pradesh,Private Limited,1,Trustseal Pro,14,10L-40L,Lazy Seller,40,225,23,32,0,53,48,Mobile Site,4.77,12,25,High,15,17,10,0,Export,Chemicals,Cleaning Chemical|Industrial Solvents|Paint Chemical
64000415,"Chacko, Bhatia and Doshi",Bengaluru,Karnataka,Private Limited,7,IM Star Pro,30,5Cr-20Cr,Lazy Seller,60,378,53,62,20,42,41,Mobile Site,3.79,36,23,High,9,11,42,6,Regional,Packaging,Plastic Pouch|Shipping Box|Corrugated Box
64000416,Bail Ltd,Ludhiana,Punjab,Partnership,1,IM Leader Pro,40,40L-1.5Cr,Premium Stable Seller,90,67,67,75,19,82,11,Desktop,3.25,92,87,Low,21,2,35,4,Regional,Electronics,Wireless CCTV|Fiber Optic Cable|Adapters
64000417,"Amble, Toor and Chacko",Ludhiana,Punjab,LLP,9,Mini Dynamic Catalog (Monthly),7,5Cr-20Cr,Power Seller,93,44,17,33,4,93,12,App,4.87,96,93,Low,13,0,38,8,Export,Leather,Passport Holder|Wallet|Organizer Bag
64000418,Mahal-Choudhry,Ahmedabad,Gujarat,Private Limited,5,Free,0,40L-1.5Cr,Free Active Seller,88,397,33,8,5,86,7,App,3.97,92,80,Medium,91,21,10,6,National,Agriculture,Seeds|Drip Irrigation|Pesticides
64000419,Bala-Mandal,Gurugram,Haryana,Partnership,1,Trustseal Pro,14,1.5Cr-5Cr,Lazy Seller,70,321,73,38,12,33,97,Mobile Site,4.05,12,26,High,17,17,28,7,Export,Machinery,Lathe Machine|Juice Machine|Mixer Machine
64000420,Kala-Kala,Noida,Uttar Pradesh,LLP,14,Trustseal Pro,14,5Cr-20Cr,Churning Seller,66,461,69,12,11,38,87,App,3.26,49,24,High,21,11,11,8,National,Garments,Hoodies|Uniforms|Corporate Wear
64000421,"Vora, Bahl and Kata",Gurugram,Haryana,LLP,2,IM Leader Pro,40,10L-40L,Power Seller,91,176,49,43,18,86,10,Desktop,3.44,84,85,Low,21,3,38,6,Regional,Agriculture,Pesticides|Fertilizers|Drip Irrigation
64000422,Saran Inc,Ludhiana,Punjab,Private Limited,4,Free,0,5Cr-20Cr,Churning Seller,50,233,63,23,9,37,69,App,4.53,24,47,High,6,23,31,2,Regional,Electronics,Adapters|HDMI Cable|Fiber Optic Cable
64000423,"Grover, Som and Bala",Bengaluru,Karnataka,LLP,13,Free,0,10L-40L,Lazy Seller,49,218,31,17,10,40,51,Mobile Site,4.71,35,34,High,18,22,18,1,Regional,Chemicals,Cleaning Chemical|Paint Chemical|Industrial Solvents
64000424,"Ramakrishnan, Ramaswamy and Vaidya",Delhi,Delhi,Private Limited,9,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,New Seller,75,297,75,53,0,62,15,App,4.05,46,75,Medium,54,23,2,1,Export,Machinery,Packaging Machine|Mixer Machine|Lathe Machine
64000425,Rajagopal-Mahajan,Bengaluru,Karnataka,Proprietorship,1,Free,0,10L-40L,Free Active Seller,76,63,70,24,10,72,18,App,4.67,92,86,Medium,89,17,2,5,National,Agriculture,Drip Irrigation|Pesticides|Seeds
64000426,"Seth, Shanker and Gopal",Mumbai,Maharashtra,LLP,1,IM Leader Pro,40,10L-40L,Premium Stable Seller,90,106,38,23,5,86,4,Desktop,3.72,78,81,Low,32,2,27,2,Regional,Furniture,Sofa|Modular Desk|Wooden Table
64000427,"Koshy, Saini and Mander",Chennai,Tamil Nadu,Private Limited,3,Mini Dynamic Catalog (Monthly),7,10L-40L,Power Seller,91,477,43,21,6,97,3,Desktop,3.61,90,86,Low,23,0,39,3,National,Machinery,Lathe Machine|Mixer Machine|Juice Machine
64000428,"Roy, Kunda and Hegde",Bengaluru,Karnataka,LLP,2,Free,0,1.5Cr-5Cr,Free Active Seller,71,267,5,18,7,75,12,Mobile Site,4.84,87,81,Medium,77,5,44,1,Regional,Machinery,Packaging Machine|Mixer Machine|Lathe Machine
64000429,"Saraf, Butala and Jayaraman",Bengaluru,Karnataka,Proprietorship,5,IM IL,70,5Cr-20Cr,Premium Stable Seller,92,92,49,74,21,80,13,Mobile Site,3.97,91,84,Low,40,1,1,7,Export,Agriculture,Fertilizers|Pesticides|Drip Irrigation
64000430,Bhandari and Sons,Ludhiana,Punjab,Proprietorship,1,Free,0,40L-1.5Cr,Power Seller,90,128,76,21,9,93,12,Mobile Site,4.11,92,93,Low,30,0,5,4,Regional,Electronics,Fiber Optic Cable|Adapters|Wireless CCTV
64000431,Lad LLC,Jaipur,Rajasthan,Partnership,14,IM Star Pro,30,5Cr-20Cr,Churning Seller,78,472,45,38,24,57,51,App,3.62,52,50,High,15,27,21,5,Regional,Electronics,Adapters|Fiber Optic Cable|HDMI Cable
64000432,"Wadhwa, Dey and Samra",Noida,Uttar Pradesh,Private Limited,1,Trustseal Pro,14,5Cr-20Cr,New Seller,75,481,3,48,2,74,10,App,4.11,59,60,Medium,35,18,42,1,Export,Leather,Wallet|Organizer Bag|Card Holder
